City,Local time,Description,Temperature,UTC time
Ponta Delgada,Sun 7:01 pm,Passing clouds. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Chongqing,Mon 3:01 am,Clear. Warm.,77 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Pontianak,Mon 2:01 am,Passing clouds. Warm.,77 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Conakry,Sun 7:01 pm,Partly sunny. Warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Port-au-Prince,Sun 3:01 pm,Passing clouds. Extremely hot.,93 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Copenhagen,Sun 9:01 pm,Scattered clouds. Cool.,61 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Port-aux-Francais,Mon 12:01 am,Chilly.,33 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Coral Harbour,Sun 2:01 pm,Cool.,50 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Port Louis,Sun 11:01 pm,Passing clouds. Mild.,69 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Córdoba,Sun 4:01 pm,Overcast. Cool.,46 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Port of Spain,Sun 3:01 pm,Scattered showers. Partly sunny. Warm.,84 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Dakar,Sun 7:01 pm,Scattered clouds. Warm.,79 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Port Vila,Mon 6:01 am,Mostly cloudy. Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Dallas,Sun 2:01 pm,Partly sunny. Warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Porto Novo,Sun 8:01 pm,Scattered clouds. Warm.,81 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Damascus,Sun 10:01 pm,Clear. Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Prague,Sun 9:01 pm,Passing clouds. Refreshingly cool.,59 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Danmarkshavn,Sun 7:01 pm,Low clouds. Chilly.,35 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Pretoria,Sun 9:01 pm,Cool.,50 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Dar es Salaam,Sun 10:01 pm,Passing clouds. Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Punta Arenas,Sun 4:01 pm,Partly sunny. Cool.,46 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Darwin,Mon 4:31 am,Passing clouds. Mild.,72 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Pyongyang,Mon 4:01 am,Passing clouds. Mild.,67 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Denpasar,Mon 3:01 am,Passing clouds. Warm.,81 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Quito,Sun 2:01 pm,Partly sunny. Cool.,55 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Denver,Sun 1:01 pm,Broken clouds. Mild.,67 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Rabat,Sun 8:01 pm,Partly sunny. Mild.,72 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Detroit,Sun 3:01 pm,Rain. Cloudy. Cool.,62 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Rarotonga,Sun 9:01 am,Passing clouds. Mild.,70 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Dhaka,Mon 1:01 am,Passing clouds. Warm.,87 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Regina,Sun 1:01 pm,Passing clouds. Mild.,70 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Dnipro,Sun 10:01 pm,Passing clouds. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Resolute Bay,Sun 2:01 pm,Overcast. Chilly.,34 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Dodoma,Sun 10:01 pm,Passing clouds. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Reykjavik,Sun 7:01 pm,Partly sunny. Cool.,55 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Doha,Sun 10:01 pm,Clear. Extremely hot.,93 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Riga,Sun 10:01 pm,Passing clouds. Cool.,57 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Douglas,Sun 8:01 pm,Passing clouds. Cool.,59 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Rio Branco,Sun 2:01 pm,Partly sunny. Hot.,91 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Dubai,Sun 11:01 pm,Clear. Hot.,91 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Rio de Janeiro,Sun 4:01 pm,Passing clouds. Mild.,75 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Dublin,Sun 8:01 pm,Passing clouds. Cool.,57 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Riyadh,Sun 10:01 pm,Clear. Extremely hot.,102 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Dushanbe,Mon 12:01 am,Clear. Pleasantly warm.,79 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Rome,Sun 9:01 pm,Passing clouds. Pleasantly warm.,81 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Easter Island,Sun 1:02 pm,Passing clouds. Mild.,70 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Rovaniemi,Sun 10:02 pm,Low clouds. Cool.,48 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Edinburgh,Sun 8:02 pm,Sunny. Cool.,59 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Saint-Denis,Sun 11:02 pm,Clear. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Edmonton,Sun 1:02 pm,Passing clouds. Mild.,72 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Salt Lake City,Sun 1:02 pm,Passing clouds. Pleasantly warm.,78 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
El Aaiún,Sun 8:02 pm,Clear. Warm.,77 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Samara,Sun 11:02 pm,Clear. Mild.,64 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Eucla,Mon 3:47 am,Cool.,58 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
San Francisco,Sun 12:02 pm,Passing clouds. Mild.,66 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Eureka,Sun 2:02 pm,Light rain. Mostly cloudy. Chilly.,39 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
San Jose,Sun 1:02 pm,Partly sunny. Warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Fairbanks,Sun 11:02 am,Sunny. Mild.,69 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
San Juan,Sun 3:02 pm,Passing clouds. Hot.,89 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Fortaleza,Sun 4:02 pm,Passing clouds. Warm.,84 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
San Salvador,Sun 1:02 pm,Passing clouds. Warm.,88 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Frankfurt,Sun 9:02 pm,Passing clouds. Mild.,64 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Santiago,Sun 3:02 pm,Clear. Mild.,66 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Freetown,Sun 7:02 pm,Partly sunny. Warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Santo Domingo,Sun 3:02 pm,Partly sunny. Warm.,87 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Funafuti,Mon 7:02 am,Passing clouds. Warm.,84 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
São Paulo,Sun 4:02 pm,Partly sunny. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Gaborone,Sun 9:02 pm,Clear. Cool.,61 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
São Tomé,Sun 7:02 pm,Partly cloudy. Warm.,86 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Georgetown,Sun 3:02 pm,Partly sunny. Warm.,87 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Sarajevo,Sun 9:02 pm,Passing clouds. Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Gibraltar,Sun 9:02 pm,Clear. Mild.,75 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Seattle,Sun 12:02 pm,Sunny. Pleasantly warm.,78 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Guatemala City,Sun 1:02 pm,Passing clouds. Warm.,79 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Seoul,Mon 4:02 am,Clear. Mild.,66 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Hagåtña,Mon 5:02 am,Clear. Warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Shanghai,Mon 3:02 am,Light rain. Passing clouds. Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Halifax,Sun 4:02 pm,Broken clouds. Mild.,70 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Singapore,Mon 3:02 am,Passing clouds. Warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Hamilton,Sun 4:02 pm,Broken clouds. Warm.,81 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Skopje,Sun 9:02 pm,Clear. Mild.,75 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Hanoi,Mon 2:02 am,Clear. Warm.,86 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Sofia,Sun 10:02 pm,Scattered clouds. Mild.,72 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Happy Valley-Goose Bay,Sun 4:02 pm,Broken clouds. Refreshingly cool.,59 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Sri Jayawardenepura Kotte,Mon 12:32 am,Passing clouds. Warm.,83 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Harare,Sun 9:02 pm,Clear. Refreshingly cool.,58 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
St. John's,Sun 4:32 pm,Broken clouds. Cool.,50 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Havana,Sun 3:02 pm,Scattered clouds. Hot.,90 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Stanley,Sun 4:02 pm,Scattered showers. Scattered clouds. Chilly.,37 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Helsinki,Sun 10:02 pm,Partly sunny. Cool.,57 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Stockholm,Sun 9:02 pm,Partly sunny. Cool.,54 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Hermosillo,Sun 12:02 pm,Sunny. Extremely hot.,99 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Suva,Mon 7:02 am,Partly cloudy. Warm.,77 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Hobart,Mon 5:02 am,Clear. Chilly.,37 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Sydney,Mon 5:02 am,Overcast. Mild.,63 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Hong Kong,Mon 3:02 am,Strong thunderstorms. Passing clouds. Warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Taipei,Mon 3:02 am,Partly cloudy. Warm.,77 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Honiara,Mon 6:02 am,Passing clouds. Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Tallinn,Sun 10:02 pm,Passing clouds. Cool.,57 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Honolulu,Sun 9:02 am,Broken clouds. Mild.,76 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Tarawa,Mon 7:02 am,Passing clouds. Warm.,80 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Houston,Sun 2:02 pm,Broken clouds. Warm.,86 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Tashkent,Mon 12:02 am,Passing clouds. Pleasantly warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Hovd,Mon 2:02 am,Passing clouds. Mild.,64 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Tbilisi,Sun 11:02 pm,Passing clouds. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Indianapolis,Sun 3:02 pm,Overcast. Mild.,65 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Tegucigalpa,Sun 1:02 pm,Partly sunny. Warm.,84 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Inuvik,Sun 1:02 pm,Passing clouds. Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Tehran,Sun 10:32 pm,Clear. Pleasantly warm.,88 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Irkutsk,Mon 3:02 am,Passing clouds. Cool.,53 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Thimphu,Mon 1:02 am,Quite cool.,43 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Islamabad,Mon 12:02 am,Clear. Warm.,86 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Tiksi,Mon 4:02 am,Overcast. Chilly.,34 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Istanbul,Sun 10:02 pm,Clear. Mild.,70 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Tirana,Sun 9:02 pm,Passing clouds. Mild.,75 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Ittoqqortoormiit,Sun 6:02 pm,Sunny. Chilly.,36 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Tokyo,Mon 4:02 am,Light rain. Overcast. Mild.,67 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Izhevsk,Sun 11:02 pm,Passing clouds. Mild.,67 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Toronto,Sun 3:02 pm,Light rain. Mostly cloudy. Mild.,63 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Jakarta,Mon 2:02 am,Passing clouds. Warm.,81 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Tórshavn,Sun 8:02 pm,Low clouds. Cool.,46 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Jerusalem,Sun 10:02 pm,Cool.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Tromsø,Sun 9:02 pm,Sunny. Cool.,55 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Johannesburg,Sun 9:02 pm,Haze. Cool.,54 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Tunis,Sun 8:02 pm,Passing clouds. Warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Juneau,Sun 11:02 am,Mostly cloudy. Cool.,54 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Ulaanbaatar,Mon 3:02 am,Passing clouds. Cool.,57 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Kaliningrad,Sun 9:02 pm,Partly sunny. Cool.,57 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Unalaska,Sun 11:02 am,Broken clouds. Cool.,48 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Kampala,Sun 10:02 pm,Scattered clouds. Warm.,81 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Ürümqi,Mon 3:02 am,Mild.,74 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Kangerlussuaq,Sun 6:02 pm,Clear. Mild.,72 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Valletta,Sun 9:02 pm,Passing clouds. Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Kansas City,Sun 2:02 pm,Sunny. Mild.,74 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Vancouver,Sun 12:02 pm,Passing clouds. Mild.,75 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Karachi,Mon 12:02 am,Passing clouds. Warm.,86 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Vatican City,Sun 9:02 pm,Passing clouds. Pleasantly warm.,81 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Kathmandu,Mon 12:47 am,Passing clouds. Mild.,72 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Verkhoyansk,Mon 5:02 am,Overcast. Cool.,50 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Kemi,Sun 10:02 pm,Overcast. Cool.,54 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Victoria,Sun 11:02 pm,Passing clouds. Warm.,81 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Khatanga,Mon 2:02 am,Light rain. Overcast. Cool.,48 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Vienna,Sun 9:02 pm,Sunny. Mild.,66 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Kigali,Sun 9:02 pm,Passing clouds. Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Vientiane,Mon 2:02 am,Fog. Warm.,85 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Kingston,Sun 2:02 pm,Hot.,90 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Vilnius,Sun 10:02 pm,Partly sunny. Cool.,52 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Kinshasa,Sun 8:02 pm,Clear. Warm.,79 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Vladivostok,Mon 5:02 am,Overcast. Cool.,56 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Kiritimati,Mon 9:02 am,Passing clouds. Warm.,85 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Wake Island,Mon 7:02 am,Passing clouds. Warm.,81 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Kolkata,Mon 12:32 am,Passing clouds. Warm.,84 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Warsaw,Sun 9:02 pm,Passing clouds. Cool.,54 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Komsomolsk-on-Amur,Mon 5:02 am,Passing clouds. Cool.,45 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Washington DC,Sun 3:02 pm,Broken clouds. Hot.,91 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Krasnoyarsk,Mon 2:02 am,Overcast. Cool.,61 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Wellington,Mon 7:02 am,Passing clouds. Cool.,59 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Kuala Lumpur,Mon 3:02 am,Passing clouds. Warm.,79 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Whitehorse,Sun 12:02 pm,More clouds than sun. Cool.,55 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Kuujjuaq,Sun 3:02 pm,Overcast. Cool.,55 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Windhoek,Sun 9:02 pm,Refreshingly cool.,55 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Kuwait City,Sun 10:02 pm,Clear. Extremely hot.,93 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Winnipeg,Sun 2:02 pm,Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Kyiv,Sun 10:02 pm,Passing clouds. Mild.,65 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Yakutsk,Mon 4:02 am,Sunny. Quite cool.,45 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
La Paz (Bolivia),Sun 3:02 pm,Scattered clouds. Refreshingly cool.,58 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Yangon,Mon 1:32 am,Passing clouds. Warm.,79 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Lagos,Sun 8:02 pm,Passing clouds. Warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Yaoundé,Sun 8:02 pm,Passing clouds. Mild.,75 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Lahore,Mon 12:02 am,Clear. Warm.,86 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Yekaterinburg,Mon 12:02 am,Passing clouds. Cool.,59 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Las Vegas,Sun 12:02 pm,Passing clouds. Extremely hot.,99 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Yerevan,Sun 11:02 pm,Passing clouds. Cool.,59 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Lhasa,Mon 3:02 am,Mild.,64 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Yuzhno-Sakhalinsk,Mon 6:02 am,Passing clouds. Cool.,46 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Libreville,Sun 8:02 pm,Passing clouds. Warm.,81 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Zagreb,Sun 9:02 pm,Passing clouds. Mild.,66 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Lilongwe,Sun 9:02 pm,Clear. Mild.,63 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Zürich,Sun 9:02 pm,Sunny. Mild.,72 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
